*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_F5C5027BCE6B77CD	abmdhtmp00250	治疗升级							赋予一个用于制造治疗法术的节。
_189BDF4F9CF0839B	abmdhtma00015	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_989BDF4F9CF08396	abmdhtma00030	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_D99BDF4F9CF08396	abmdhtma00040	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_199BDF4F9CF08396	abmdhtma00050	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_599BDF4F9CF0839B	abmdhtma00065	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_DA9BDF4F9CF08396	abmdhtma00080	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_D8ABDF4F9CF08396	abmdhtma00100	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_58ABDF4F9CF08396	abmdhtma00120	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_D9ABDF4F9CF08396	abmdhtma00140	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_59ABDF4F9CF08396	abmdhtma00160	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_DAABDF4F9CF08396	abmdhtma00180	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_D8BBDF4F9CF08396	abmdhtma00200	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_58BBDF4F9CF0839B	abmdhtma00225	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_19BBDF4F9CF08396	abmdhtma00250	树液馈赠升级							赋予一个用于制造树液馈赠法术的节。
_E7217C5686174053	abmdhtmt00015	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_67217C568617404E	abmdhtmt00030	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A8217C568617404E	abmdhtmt00040	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_E8217C568617404E	abmdhtmt00050	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_28217C5686174053	abmdhtmt00065	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A9217C568617404E	abmdhtmt00080	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A7317C568617404E	abmdhtmt00100	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_27317C568617404E	abmdhtmt00120	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A8317C568617404E	abmdhtmt00140	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_28317C568617404E	abmdhtmt00160	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A9317C568617404E	abmdhtmt00180	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_A7417C568617404E	abmdhtmt00200	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_27417C5686174053	abmdhtmt00225	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_E8417C568617404E	abmdhtmt00250	耐力馈赠升级							赋予一个用于制造耐力馈赠法术的节。
_7542DC75B26D9F7E	abmoalmb00030	致盲升级							赋予一个用于制造致盲法术的节。
_B642DC75B26D9F7E	abmoalmb00040	致盲升级							赋予一个用于制造致盲法术的节。
_F642DC75B26D9F7E	abmoalmb00050	致盲升级							赋予一个用于制造致盲法术的节。
_3642DC75B26D9F83	abmoalmb00065	致盲升级							赋予一个用于制造致盲法术的节。
_B742DC75B26D9F7E	abmoalmb00080	致盲升级							赋予一个用于制造致盲法术的节。
_B552DC75B26D9F7E	abmoalmb00100	致盲升级							赋予一个用于制造致盲法术的节。
_3552DC75B26D9F7E	abmoalmb00120	致盲升级							赋予一个用于制造致盲法术的节。
_B652DC75B26D9F7E	abmoalmb00140	致盲升级							赋予一个用于制造致盲法术的节。
_3652DC75B26D9F7E	abmoalmb00160	致盲升级							赋予一个用于制造致盲法术的节。
_B752DC75B26D9F7E	abmoalmb00180	致盲升级							赋予一个用于制造致盲法术的节。
_B562DC75B26D9F7E	abmoalmb00200	致盲升级							赋予一个用于制造致盲法术的节。
_3562DC75B26D9F83	abmoalmb00225	致盲升级							赋予一个用于制造致盲法术的节。
_F662DC75B26D9F7E	abmoalmb00250	致盲升级							赋予一个用于制造致盲法术的节。
_DE265BFA4946DC3E	abmoalmd00030	疯狂升级							赋予一个用于制造疯狂法术的节。
_1F265BFA4946DC3E	abmoalmd00040	疯狂升级							赋予一个用于制造疯狂法术的节。
_5F265BFA4946DC3E	abmoalmd00050	疯狂升级							赋予一个用于制造疯狂法术的节。
_9F265BFA4946DC43	abmoalmd00065	疯狂升级							赋予一个用于制造疯狂法术的节。
_20265BFA4946DC3E	abmoalmd00080	疯狂升级							赋予一个用于制造疯狂法术的节。
_1E365BFA4946DC3E	abmoalmd00100	疯狂升级							赋予一个用于制造疯狂法术的节。
_9E365BFA4946DC3E	abmoalmd00120	疯狂升级							赋予一个用于制造疯狂法术的节。
_1F365BFA4946DC3E	abmoalmd00140	疯狂升级							赋予一个用于制造疯狂法术的节。
_9F365BFA4946DC3E	abmoalmd00160	疯狂升级							赋予一个用于制造疯狂法术的节。
_20365BFA4946DC3E	abmoalmd00180	疯狂升级							赋予一个用于制造疯狂法术的节。
_1E465BFA4946DC3E	abmoalmd00200	疯狂升级							赋予一个用于制造疯狂法术的节。
_9E465BFA4946DC43	abmoalmd00225	疯狂升级							赋予一个用于制造疯狂法术的节。
_5F465BFA4946DC3E	abmoalmd00250	疯狂升级							赋予一个用于制造疯狂法术的节。
_36A5229153AC7FC6	abmoalmr00030	定身升级							赋予一个用于制造定身法术的节。
_77A5229153AC7FC6	abmoalmr00040	定身升级							赋予一个用于制造定身法术的节。
_B7A5229153AC7FC6	abmoalmr00050	定身升级							赋予一个用于制造定身法术的节。
_F7A5229153AC7FCB	abmoalmr00065	定身升级							赋予一个用于制造定身法术的节。
_78A5229153AC7FC6	abmoalmr00080	定身升级							赋予一个用于制造定身法术的节。
_76B5229153AC7FC6	abmoalmr00100	定身升级							赋予一个用于制造定身法术的节。
_F6B5229153AC7FC6	abmoalmr00120	定身升级							赋予一个用于制造定身法术的节。
_77B5229153AC7FC6	abmoalmr00140	定身升级							赋予一个用于制造定身法术的节。
_F7B5229153AC7FC6	abmoalmr00160	定身升级							赋予一个用于制造定身法术的节。
_78B5229153AC7FC6	abmoalmr00180	定身升级							赋予一个用于制造定身法术的节。
_76C5229153AC7FC6	abmoalmr00200	定身升级							赋予一个用于制造定身法术的节。
_F6C5229153AC7FCB	abmoalmr00225	定身升级							赋予一个用于制造定身法术的节。
_B7C5229153AC7FC6	abmoalmr00250	定身升级							赋予一个用于制造定身法术的节。
_EAF4C67236FE81A0	abmoalma00030	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2BF4C67236FE81A0	abmoalma00040	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_6BF4C67236FE81A0	abmoalma00050	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_ABF4C67236FE81A5	abmoalma00065	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2CF4C67236FE81A0	abmoalma00080	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2A04C67236FE81A0	abmoalma00100	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_AA04C67236FE81A0	abmoalma00120	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2B04C67236FE81A0	abmoalma00140	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_AB04C67236FE81A0	abmoalma00160	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2C04C67236FE81A0	abmoalma00180	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_2A14C67236FE81A0	abmoalma00200	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_AA14C67236FE81A5	abmoalma00225	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_6B14C67236FE81A0	abmoalma00250	迟缓攻击升级							赋予一个用于制造迟缓攻击法术的节。
_11154F8EC166C931	abmoalmm00030	缓行升级							赋予一个用于制造缓行法术的节。
_52154F8EC166C931	abmoalmm00040	缓行升级							赋予一个用于制造缓行法术的节。
_92154F8EC166C931	abmoalmm00050	缓行升级							赋予一个用于制造缓行法术的节。
_D2154F8EC166C936	abmoalmm00065	缓行升级							赋予一个用于制造缓行法术的节。
_53154F8EC166C931	abmoalmm00080	缓行升级							赋予一个用于制造缓行法术的节。
_51254F8EC166C931	abmoalmm00100	缓行升级							赋予一个用于制造缓行法术的节。
_D1254F8EC166C931	abmoalmm00120	缓行升级							赋予一个用于制造缓行法术的节。
_52254F8EC166C931	abmoalmm00140	缓行升级							赋予一个用于制造缓行法术的节。
_D2254F8EC166C931	abmoalmm00160	缓行升级							赋予一个用于制造缓行法术的节。
_53254F8EC166C931	abmoalmm00180	缓行升级							赋予一个用于制造缓行法术的节。
_51354F8EC166C931	abmoalmm00200	缓行升级							赋予一个用于制造缓行法术的节。
_D1354F8EC166C936	abmoalmm00225	缓行升级							赋予一个用于制造缓行法术的节。
_92354F8EC166C931	abmoalmm00250	缓行升级							赋予一个用于制造缓行法术的节。
_C4D7741F18E456B5	abmoelme00160	闪电汲取伤害升级							赋予一个用于制造闪电汲取伤害法术的节。
_45D7741F18E456B5	abmoelme00180	闪电汲取伤害升级							赋予一个用于制造闪电汲取伤害法术的节。
_43E7741F18E456B5	abmoelme00200	闪电汲取伤害升级							赋予一个用于制造闪电汲取伤害法术的节。
_C3E7741F18E456BA	abmoelme00225	闪电汲取伤害升级							赋予一个用于制造闪电汲取伤害法术的节。
_84E7741F18E456B5	abmoelme00250	闪电汲取伤害升级							赋予一个用于制造闪电汲取伤害法术的节。
_B9CEEE046F809EFA	abmoelmf00160	火焰汲取伤害升级							赋予一个用于制造火焰汲取伤害法术的节。
_3ACEEE046F809EFA	abmoelmf00180	火焰汲取伤害升级							赋予一个用于制造火焰汲取伤害法术的节。
_38DEEE046F809EFA	abmoelmf00200	火焰汲取伤害升级							赋予一个用于制造火焰汲取伤害法术的节。
_B8DEEE046F809EFF	abmoelmf00225	火焰汲取伤害升级							赋予一个用于制造火焰汲取伤害法术的节。
_79DEEE046F809EFA	abmoelmf00250	火焰汲取伤害升级							赋予一个用于制造火焰汲取伤害法术的节。
_49683832A8AE5374	abmoelmp00160	毒素汲取伤害升级							赋予一个用于制造毒素汲取伤害法术的节。
_CA683832A8AE5374	abmoelmp00180	毒素汲取伤害升级							赋予一个用于制造毒素汲取伤害法术的节。
_C8783832A8AE5374	abmoelmp00200	毒素汲取伤害升级							赋予一个用于制造毒素汲取伤害法术的节。
_48783832A8AE5379	abmoelmp00225	毒素汲取伤害升级							赋予一个用于制造毒素汲取伤害法术的节。
_09783832A8AE5374	abmoelmp00250	毒素汲取伤害升级							赋予一个用于制造毒素汲取伤害法术的节。
_72C9109793416E71	abmoelms00160	冲击波汲取伤害升级							赋予一个用于制造冲击波汲取伤害法术的节。
_F3C9109793416E71	abmoelms00180	冲击波汲取伤害升级							赋予一个用于制造冲击波汲取伤害法术的节。
_F1D9109793416E71	abmoelms00200	冲击波汲取伤害升级							赋予一个用于制造冲击波汲取伤害法术的节。
_71D9109793416E76	abmoelms00225	冲击波汲取伤害升级							赋予一个用于制造冲击波汲取伤害法术的节。
_32D9109793416E71	abmoelms00250	冲击波汲取伤害升级							赋予一个用于制造冲击波汲取伤害法术的节。
_B65EDA042E707AF3	abmoelma00040	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_F65EDA042E707AF3	abmoelma00050	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_365EDA042E707AF8	abmoelma00065	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_B75EDA042E707AF3	abmoelma00080	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_B56EDA042E707AF3	abmoelma00100	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_356EDA042E707AF3	abmoelma00120	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_B66EDA042E707AF3	abmoelma00140	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_366EDA042E707AF3	abmoelma00160	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_B76EDA042E707AF3	abmoelma00180	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_B57EDA042E707AF3	abmoelma00200	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_357EDA042E707AF8	abmoelma00225	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_F67EDA042E707AF3	abmoelma00250	酸蚀汲取伤害升级							赋予一个用于制造酸蚀汲取伤害法术的节。
_F71EE204AE7086FF	abmoelmc00040	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_371EE204AE7086FF	abmoelmc00050	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_771EE204AE708604	abmoelmc00065	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_F81EE204AE7086FF	abmoelmc00080	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_F62EE204AE7086FF	abmoelmc00100	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_762EE204AE7086FF	abmoelmc00120	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_F72EE204AE7086FF	abmoelmc00140	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_772EE204AE7086FF	abmoelmc00160	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_F82EE204AE7086FF	abmoelmc00180	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_F63EE204AE7086FF	abmoelmc00200	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_763EE204AE708604	abmoelmc00225	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_373EE204AE7086FF	abmoelmc00250	冰霜汲取伤害升级							赋予一个用于制造冰霜汲取伤害法术的节。
_BB73B14C334BA228	abmoelmr00040	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_FB73B14C334BA228	abmoelmr00050	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_3B73B14C334BA22D	abmoelmr00065	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_BC73B14C334BA228	abmoelmr00080	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_BA83B14C334BA228	abmoelmr00100	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_3A83B14C334BA228	abmoelmr00120	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_BB83B14C334BA228	abmoelmr00140	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_3B83B14C334BA228	abmoelmr00160	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_BC83B14C334BA228	abmoelmr00180	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_BA93B14C334BA228	abmoelmr00200	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_3A93B14C334BA22D	abmoelmr00225	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_FB93B14C334BA228	abmoelmr00250	腐蚀汲取伤害升级							赋予一个用于制造腐蚀汲取伤害法术的节。
_8938582DCB7FB2E9	abmoetme00160	闪电伤害升级							赋予一个用于制造闪电伤害法术的节。
_0A38582DCB7FB2E9	abmoetme00180	闪电伤害升级							赋予一个用于制造闪电伤害法术的节。
_0848582DCB7FB2E9	abmoetme00200	闪电伤害升级							赋予一个用于制造闪电伤害法术的节。
_8848582DCB7FB2EE	abmoetme00225	闪电伤害升级							赋予一个用于制造闪电伤害法术的节。
_4948582DCB7FB2E9	abmoetme00250	闪电伤害升级							赋予一个用于制造闪电伤害法术的节。
