*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_E039B78037CDA0C5	conso_constit_mineskitins	Fleur de résistance de la kitinière	une	la	Fleurs de résistance de la kitinière	des	les	
_594A79EE74D9B047	conso_focus_mineskitins	Fleur de concentration de la kitinière	une 	la	Fleurs de concentration de la kitinière	des	les	
_9803F83FD006CB90	conso_sap_mineskitins	Fleur de sève de la kitinière	une	la	Fleurs de sève de la kitinière	des	les	
_F362CF34BBB3B830	conso_strength_mineskitins	Fleur de puissance de la kitinière	une	la 	Fleurs de puissance de la kitinière	des	les	
_1456C60F8261032E	lettre_echantillon_kitiniere	Lettre à remettre à Xan Mi Chong	une	la	Lettres à remettre à Xan Mi Chong	des	les	
_0D4534BEAF06C32D	cartographier_kitiniere_parchemin_vierge	Carte vierge à remplir en mission de reconnaissance dans la kitinière	une	la	Cartes vierges à remplir en mission de reconnaissance dans la kitinière	des	les	
_61B4C365F074FB6D	cartographier_kitiniere_parchemin_full	Carte remplie en mission de reconnaissance dans la kitinière	une	la	Cartes remplies en mission de reconnaissance dans la kitinière	des	les	
_FEDCD7B21DF0D7EB	source_magik_echantillon_kitiniere	Fragment de la source magique de la kitinière	un	le	Fragments de la source magique de la kitinière	des	les	
_BE7F2C803E82589C	source_magik_magies_minieres	Fragment de la source magique de la kitinière	un	le	Fragments de la source magique de la kitinière	des	les	
_925E29A03FF5E9C9	fragment_carapace_kitin_encore_plus_solide	Kitin 甲壳碎片			Kitin 甲壳碎片			
_555D9879B318BD68	extrait_substance_question_de_force	Extrait de substance de force de la kitinière	un	l'	Extraits de substance de force de la kitinière	des	les	
_EB36754BA2D3BBC5	extrait_substance_royale	Extrait de substance royale de la kitinière	un	l'	Extraits de substance royale de la kitinière	des	les	
_8E2A5C4993B0CB0F	residu_doeuf_kitin_residus_doeufs	Résidu d'oeufs de la kitinière	un	le	Résidus d'oeufs de la kitinière	des	les	
_D92FB037659E3455	tcm_chlorogoo_drug	叶绿胶质药剂			叶绿胶质药剂			
_DEFEEE4EA755B3B7	tcm_explosive	Karavan 强力炸药			Karavan 强力炸药			
_F706FC93FF1B6D70	tcm_goo_extractor	Accélérateur d'extraction de Goo	un	l'	Accélérateurs d'extraction de Goo	des	les	
_6E56B38B97E095E7	tcm_goo_pure_residue	Résidu de Goo pure	un	le	Résidus de Goo pure	des	les	
_7BF1E45CFD977992	tcm_goo_repulsor	Répulseur de Goo	un	le	Répulseurs de Goo	des	les	
_2C28F9187ED55D88	tcm_goo_residue	Résidu de Goo	un	le	Résidus de Goo	des	les	
_0FDF8E336C2361DD	tcm_goo_techno_frag	碎片 technologique			碎片 technologique			
_DF28A060A0331FC9	tcm_infected_flesh	Chair infectée	une	la	Chairs infectées	des	les	
_F7A99AED90927EFA	tcm_kami_drug	Kami 兴奋剂			Kami 兴奋剂			
_564298407E40B896	tcm_shaman_stick	召唤权杖			召唤权杖			
_E1886F9CEB91A418	tcm_tete_chad	Tête de Chad	une 	la				
_E9D4342B3F6D60CD	conso_strength_substance_royale	Potion de puissance de la kitinière	une	la	Potions de puissance de la kitinière	des	les	
_FE6D489A60EDC717	materiau1_encore_plus_resistante	Sécrétion de kitin	une	la				
_AE647367361E92DE	materiau2_encore_plus_resistante	Ambre de la kitinière	un	l'				
_40ED4FA1227D7664	materiau3_encore_plus_resistante	Matière noble kitin	une	la				
_1CD5DD3D0985523F	materiau1_nouvelle_armure	kitin 甲壳			kitin 甲壳			
_5955814DCCAF2A46	materiau2_nouvelle_armure	kitin 韧带			kitin 韧带			
_4A263A3EB78B4E97	materiau3_nouvelle_armure	kitin 骨			kitin 骨			
_A2379402240CC3FA	m0757dxapd01	上选腐化 Jugula 皮			上选腐化 Jugula 皮			
_8BB7874066711780	m0758dxape01	腐化优秀 Gingo 毛皮			腐化优秀 Gingo 毛皮			
_5F7816DA9A4F46AE	m0759dxape01	Excellente peau d'Igara 腐化			Excellente peau d'Igara 腐化			
_0304DB38F2EFEE1C	m0760dxape01	腐化优秀 Psykopla 苔			腐化优秀 Psykopla 苔			
_60D8BCF7E10D5F09	m0761dxapd01	上选腐化 Torbak 皮			上选腐化 Torbak 皮			
_E1E700FB658C9BF0	m0762dxapd01	上选腐化 Kinrey 丝			上选腐化 Kinrey 丝			
_69E6BA7322362C0D	m0763dxape01	腐化优秀 Cratcha 叶			腐化优秀 Cratcha 叶			
_887083F2C555667F	m0764dxape01	腐化优秀 Kizaor 丝			腐化优秀 Kizaor 丝			
_70F01D4DF23FED34	m0765dxapf01	Peau du Valcorenoch suprême	une	la				
_8E8EA2180B99EA71	m0766dxapd01	上选腐化 Kipesta 钱袋			上选腐化 Kipesta 钱袋			
_3F2231C72992CB7D	m0767dxape01	腐化优秀 Jubla 芽			腐化优秀 Jubla 芽			
_64C234BE535E541B	m0768dxape01	腐化优秀 Kincher 甲壳			腐化优秀 Kincher 甲壳			
_988DBF08BE8A001F	m0769dxape01	腐化优秀 Kipucka 肉			腐化优秀 Kipucka 肉			
_E30848C0C93166BE	m0770dxapd01	上选腐化 Kidinak 螫刺			上选腐化 Kidinak 螫刺			
_577FF799CC992D85	m0771dxape01	腐化优秀 Goari 螯			腐化优秀 Goari 螯			
_8A526BE102557E82	m0772dxape01	腐化优秀 Varinx 牙			腐化优秀 Varinx 牙			
_84CD631D0F3BAFBC	m0773dxape01	腐化优秀 Kipucka 螫刺			腐化优秀 Kipucka 螫刺			
_99E93FD026A38494	m0774dxapf01	Dard de Kitin suprême	un	la				
_9CB2835CBA85DD15	m0775dxapd01	上选腐化 Yelk 甲壳			上选腐化 Yelk 甲壳			
_E49F04FB653D89F5	m0776dxapd01	Tête de Kinrey corrompu de choix	une	la	Têtes de Kinrey corrompu de choix	des	les	
_81C4950E3F300F93	m0777dxape01	Excellente Tête de Kincher corrompu	une	l'	Excellentes têtes de Kincher corrompu	des	les	
_5C69DF3656B69ACD	m0778dxapf01	Mâchoire de Vorax suprême	une	la	Mâchoires de Vorax suprême	des	les	
_294234A7D910C64A	m0779dxapd01	上选腐化 Yber 骨			上选腐化 Yber 骨			
_7E4AE2A6AE193AC2	m0780dxapd01	上选腐化 Kidinak 颚			上选腐化 Kidinak 颚			
_D46BCCB5B6111852	m0781dxape01	Excellente crête de Timari corrompu	une	l'	Excellentes crêtes de Timari corrompu	des	les	
_967193B84C99116E	m0782dxape01	腐化优秀 Najab 尾			腐化优秀 Najab 尾			
_77E7ADEAF60A2130	m0783dxapd01	上选腐化 Ragus 牙			上选腐化 Ragus 牙			
_FF7BF6A22F4A4EC2	m0784dxapd01	上选腐化 Kipesta 颚			上选腐化 Kipesta 颚			
_23F214BE552F7828	m0785dxape01	腐化优秀 Clopper 甲壳			腐化优秀 Clopper 甲壳			
_64EC7EF2E1748999	m0786dxape01	腐化优秀 Kizoar 螫刺			腐化优秀 Kizoar 螫刺			
_20F86A4F9BD3AAEA	m0787dxape01	Excellente tête de Cray corrompu	une	l'	Excellentes têtes de Cray corrompu	des	les	
_D7F324839BF7AF11	lettre_reco_zorai_larveK	Lettre de recommandation à remettre au sage de la capitale zorai	une	la				
_D2F3248DA0D7D707	lettre_reco_fyros_larveK	Lettre de recommandation à remettre au sage de la capitale fyros	une	la				
_94F3248D1F977FF6	lettre_reco_matis_larveK	Lettre de recommandation à remettre au sage de la capitale matis	une	la				
_16CA0BD96D9B346D	lettre_reco_tryker_larveK	Lettre de recommandation à remettre au sage de la capitale tryker	une	la				
_3A5DF765074318B5	tcm_crate_id	卡拉维纳补给箱标识			卡拉维纳补给箱标识			
_F0F1BA6FA0FC9BC5	m0789dxapd01	Sombre résine corrompue de choix	une	la	Sombres résines corrompues de choix	des	les	
_0CE72202632D73CB	m0789dxape01	Sombre résine corrompue excellente	une	la	Sombres résines corrompues excellentes	des	les	
_A4A4A0A42ABC0E5D	m0790dxapd01	上选腐化浅色木			上选腐化浅色木			
_5E7BB652F450F552	m0790dxape01	优秀 bois clair 腐化			优秀 bois clair 腐化			
_6C9AB0A8E9A4422F	m0790dxapf01	Bois clair corrompu suprême	une	le	Bois clairs corrompus suprêmes	des	les	
_0F897C61E10E2749	m0791dxapd01	Lourde écorce corrompue de choix	une	la	Lourdes écorces corrompues de choix	des	les	
_47E722F45ED173B0	m0791dxape01	Lourde écorce corrompue excellente	une	la	Lourdes écorces corrompues excellentes	des	les	
_CA60CFACD0870BA9	m0792dxapd01	Carapace légère corrompue de choix	une	la	Carapaces légères corrompues de choix	des	les	
_C2432622A16C88EC	m0792dxape01	Excellente carapace légère corrompue	une	l'	Excellentes carapaces légères corrompues	des	les	
_8B4D179EFE6D2448	m0792dxapf01	Carapace légère corrompue suprême	une	la	Carapaces légères corrompues suprêmes	des	les	
_F4CA951002599C89	m0793dxapd01	上选腐化细质琥珀			上选腐化细质琥珀			
_751B49B1507FA7F9	m0793dxape01	Excellente ambre fine 腐化			Excellente ambre fine 腐化			
_1E805279C23B1853	m0793dxapf01	Ambre fine corrompue suprême	une	l'	Ambres fines corrompues suprêmes	des	les	
_9009A01BF4BCF2B6	m0794dxapd01	上选腐化深色木			上选腐化深色木			
_09FA654E4C3E9A68	m0794dxape01	优秀 bois sombre 腐化			优秀 bois sombre 腐化			
_E1FAD56FCBC5C61F	m0795dxapd01	上选腐化不稳定油			上选腐化不稳定油			
_90D4035CEB927F3A	m0795dxape01	Excellente huile 不稳定 腐化			Excellente huile 不稳定 腐化			
_F7AA9510031A9490	m0796dxapd01	上选腐化硬质琥珀			上选腐化硬质琥珀			
_5CE2A7AC7CC9A54D	m0796dxape01	上选腐化优秀硬质琥珀			上选腐化优秀硬质琥珀			
_21605279C27C4858	m0796dxapf01	Ambre dure corrompue suprême	une	l'	Ambres dures corrompues suprêmes	des	les	
_7A4BB2D53B632DF9	ipd_dodge	药水 d'esquive			药水 d'esquive			
_F9F69FA40AC4A1ED	ipd_parry	格挡药水			格挡药水			
_B73584B2686686C0	tcm_soulkey	Clé des âmes	une	la				
_D33A7875CBF11CC4	tcm_rewardkey	Clé du trésor	une	la				
_3E83CE9C01829EE0	ipc_craft_success	Potion de réussite d'artisanat	une	la	Potions de réussite d'artisanat	des	les	
_D33D1570E404E1C1	ipf_melee_success	Potion de réussite de combat au corps à corps	une	la	Potions de réussite de combat au corps à corps	des	les	
_5B2D3F641E987B6B	slaughter_week_token	深渊 Kitin 肉块			深渊 Kitin 肉块			
_5A4384440A09B44D	slaughter_week_token_boss_fyros	Fyros 灭绝者肉块			Fyros 灭绝者肉块			
_54538C2CC4099C4F	slaughter_week_token_boss_matis	Matis 灭绝者肉块			Matis 灭绝者肉块			
_DA52C8A1F4843C47	slaughter_week_token_boss_tryker	Tryker 灭绝者肉块			Tryker 灭绝者肉块			
_55A4843A07687C4D	slaughter_week_token_boss_zorai	Zorai 灭绝者肉块			Zorai 灭绝者肉块			
_B0358E6B85BFBDE3	kitiniere_teleport_test_cartographier	Ticket de téléportation vers la région de la kitinière	un	le	Tickets de téléportation vers la région de la kitinière	des	les	
_DA282AF49D95D15E	boss_mainland_zorai_token	Médaillon de Pei-Ziao	un	le				
_EEF3728357B1D65F	boss_mainland_tryker_token	Médaillon de Lixie	un	le				
_D9EAD294C74E99BF	boss_mainland_fyros_token	Médaillon d'Aen	un	le				
_5BBA9E93D963CD72	boss_mainland_matis_token	Médaillon de Sirgio	un	le				
_63B61ACE3D19D175	marauder_armor_recipe_helm_part1	掠夺者护甲图纸 - 头盔 第一部分			掠夺者护甲图纸 - 头盔 第一部分			
_63B61A333F39ED49	marauder_armor_recipe_helm_part2	掠夺者护甲图纸 - 头盔 第二部分			掠夺者护甲图纸 - 头盔 第二部分			
_63B61A337F39ED49	marauder_armor_recipe_helm_part3	掠夺者护甲图纸 - 头盔 第二部分			掠夺者护甲图纸 - 头盔 第二部分			
_63B61A33C039ED56	marauder_armor_recipe_helm_part4	掠夺者护甲图纸 - 头盔 第四部分			掠夺者护甲图纸 - 头盔 第四部分			
_3065124871B3AF0C	marauder_armor_recipe_pants_part1	掠夺者护甲图纸 - 裤子 第一部分			掠夺者护甲图纸 - 裤子 第一部分			
_89D51A5066B3AF0C	marauder_armor_recipe_pants_part2	掠夺者护甲图纸 - 裤子 第二部分			掠夺者护甲图纸 - 裤子 第二部分			
_4BF5362566B3AF71	marauder_armor_recipe_pants_part3	掠夺者护甲图纸 - 裤子 第三部分			掠夺者护甲图纸 - 裤子 第三部分			
_89D51A52A9B3AF0C	marauder_armor_recipe_pants_part4	掠夺者护甲图纸 - 裤子 第四部分			掠夺者护甲图纸 - 裤子 第四部分			
_7AF4E1D421EA597F	marauder_armor_recipe_vest_part1	掠夺者护甲图纸 - 背心 第一部分			掠夺者护甲图纸 - 背心 第一部分			
_6FF4E1D4BA5A6186	marauder_armor_recipe_vest_part2	掠夺者护甲图纸 - 背心 第二部分			掠夺者护甲图纸 - 背心 第二部分			
_6FF4E139BC7A7D5A	marauder_armor_recipe_vest_part3	掠夺者护甲图纸 - 背心 第三部分			掠夺者护甲图纸 - 背心 第三部分			
_B2F4E1D43B5A6186	marauder_armor_recipe_vest_part4	掠夺者护甲图纸 - 背心 第四部分			掠夺者护甲图纸 - 背心 第四部分			
_6397F6CA7ED9CD75	marauder_armor_recipe_feet_part1	掠夺者护甲图纸 - 靴子 第一部分			掠夺者护甲图纸 - 靴子 第一部分			
_6397F62F80F9E949	marauder_armor_recipe_feet_part2	掠夺者护甲图纸 - 靴子 第二部分			掠夺者护甲图纸 - 靴子 第二部分			
_63978B36406A3949	marauder_armor_recipe_feet_part3	掠夺者护甲图纸 - 靴子 第三部分			掠夺者护甲图纸 - 靴子 第三部分			
_6397F62F01F9E956	marauder_armor_recipe_feet_part4	掠夺者护甲图纸 - 靴子 第四部分			掠夺者护甲图纸 - 靴子 第四部分			
_8BF47E13C6C8DD25	marauder_armor_recipe_sleeves_part1	掠夺者护甲图纸 - 护臂 第一部分			掠夺者护甲图纸 - 护臂 第一部分			
_4D249AE7C6C8DD8A	marauder_armor_recipe_sleeves_part2	掠夺者护甲图纸 - 护臂 第二部分			掠夺者护甲图纸 - 护臂 第二部分			
_CDA5EAE7C6C87291	marauder_armor_recipe_sleeves_part3	掠夺者护甲图纸 - 护臂 第三部分			掠夺者护甲图纸 - 护臂 第三部分			
_4D449AF4C6C8DD8A	marauder_armor_recipe_sleeves_part4	掠夺者护甲图纸 - 护臂 第四部分			掠夺者护甲图纸 - 护臂 第四部分			
_F45C813DF543AD68	marauder_armor_recipe_gloves_part1	掠夺者护甲图纸 - 手套 第一部分			掠夺者护甲图纸 - 手套 第一部分			
_F45C1A4475B4FD68	marauder_armor_recipe_gloves_part2	掠夺者护甲图纸 - 手套 第二部分			掠夺者护甲图纸 - 手套 第二部分			
_F4B23A4637F1FD68	marauder_armor_recipe_gloves_part3	掠夺者护甲图纸 - 手套 第三部分			掠夺者护甲图纸 - 手套 第三部分			
_F45C224475B43168	marauder_armor_recipe_gloves_part4	掠夺者护甲图纸 - 手套 第四部分			掠夺者护甲图纸 - 手套 第四部分			
_A8FCEF4D64EF0484	m0815dxacc01	掠夺者水晶			掠夺者水晶			
_4BE7D2C697004210	iccahb_b	靴子 Erouk'an			靴子 Erouk'an			
_389D83914D0BE2BE	iccahv_b	Erouk'an 胸甲			Erouk'an 胸甲			
_721609A5945B13FE	iccahp_b	Jambières Erouk'an	des	les	Jambières Erouk'an	des	les	
_C802D28BD611123C	iccahh_b	头盔 Erouk'an			头盔 Erouk'an			
_0FC2D1664F81E165	iccahg_b	手套 Erouk'an			手套 Erouk'an			
_A6DB83AF88B00474	iccahs_b	护臂 Erouk'an			护臂 Erouk'an			
_E89C7F67C1355A4F	test_command_ticket	<TEST>Command 券			<TEST>Command 券			
_7DF875091B6CB9F5	test_conso	<TEST>消耗品			<TEST>消耗品			
_AE372E98AD26A640	test_conso_emot	<TEST>消耗品 - 表情			<TEST>消耗品 - 表情			
_A94852189DE1005F	system_mp_basic	Matière Première Générique Basique	une	la	Matières Premières Génériques Basiques	des	les	
_81D4AC19479C7666	system_mp_fine	Matière Première Générique Fine	une	la	Matières Premières Génériques Fines	des	les	
_91D41D52A9462CFB	system_mp_choice	Matière Première Générique de Choix	une	la	Matières Premières Génériques de Choix	des	les	
_94407E458DADD941	system_mp_excellent	Matière Première Générique Excellente	une	la	Matières Premières Génériques Excellentes	des	les	
_E396B446C3F14BF0	system_mp_supreme	Matière Première Générique Suprême	une	la	Matières Premières Génériques Suprêmes	des	les	
_20DDA9448487B84A	system_mp_extra	Matière Première Générique Parfaite	une	la	Matières Premières Génériques Parfaites	des	les	
_AFB333CAC64266D9	ct_gmisland_aniro	<CS> Aniro GM 岛传送			<CS> Aniro GM 岛传送			
_923A68141A69B369	ct_gmisland_arispotle	<CS> Arispotle GM 岛传送			<CS> Arispotle GM 岛传送			
_89E51DAD703A018D	ct_gmisland_leanon	<CS> Leanon GM 岛传送			<CS> Leanon GM 岛传送			
_2C7F5FD45571D741	ct_gmisland_cho	<CS> Cho GM 岛传送			<CS> Cho GM 岛传送			
_43950C8AD4133BD0	tf60_ailes	Aile de Kizoar grillée	une	l'	Ailes de Kizoar grillées	des	les	
_FB97E80A91060E63	tf80_colis	Colis à livrer	un	le	Colis à livrer	des	les	
_D3A742F30224A6B6	tf80_dague	泻湖 匕首			泻湖 匕首			
_9F79E206A115B188	tf80_armure	护甲 basique			护甲 basique			
_2E83E5C1475C9323	tf90_insigne	雕塑家徽记			雕塑家徽记			
_89141DA6D165F60D	tf90_outil	Outil spécial	un	l'	Outils spéciaux	des	les	
_E72F24FEAD9EDB6F	tf100_cristal	泻湖水晶			泻湖水晶			
_D10DB92DEEB798A3	tm70_lettre	信			信			
_783B1E5FB84DC12E	tm80_carapace	风之甲壳			风之甲壳			
_1CB7135225EF28BF	tm90_insigne	公会徽记			公会徽记			
_1F7DF803BCEAF469	tm100_cristal	Cristal imprégné de magie	un	le	Cristaux imprégnés de magie	des	les	
_D234A0AF2C0AB09F	tc70_colis	包裹			包裹			
_476FF6322995A592	tc70_arme	武器 Exotique			武器 Exotique			
_27FDEE4D7D425689	tc80_os_retravailles	Os de Capryni retravaillé	un	l'	Os de Capryni retravaillés	des	les	
_C34F37B34F9413FD	tc90_statue	雕塑家雕像			雕塑家雕像			
_0A9B7B88345E13D1	tc100_bijoux	雕塑家首饰			雕塑家首饰			
_B82969E13E5A3990	tc100_bois	Zabar 木			Zabar 木			
_66DA50E519D00741	th50_pioche	Pioche spéciale	une	la	Pioches spéciales	des	les	
_EB067729DAB7FFD9	th60_fiole	恶臭小瓶			恶臭小瓶			
_ADBD0BD9094D6509	th70_graines	Graine à Yubo	une	la	Graines à Yubo	des	les	
_48367322FADA15CC	th80_plantes	Plante précieuse	une	la	Plantes précieuses	des	les	
_B89BC28681FB1F06	th80_miel	蜂蜜 Kizoar			蜂蜜 Kizoar			
_BC9B95D24EFEA105	th80_antidote	解毒剂			解毒剂			
_6721BFE47923BE38	th90_fiole	毒药小瓶			毒药小瓶			
_78AFC6F46E55F2EC	th100_carapace	Carapace Spéciale	une	la	Carapaces Spéciales	des	les	
_AE204EB55E34064A	mf80_anneau	奇异物品			奇异物品			
_639672E35D02F573	mf90_pioche	镐 魔法			镐 魔法			
_63B550063A5BAF71	mf100_coffre	华丽宝箱			华丽宝箱			
_D1EDB926EEB798A3	mm50_lettre	信			信			
_3A95A3CD98C8EE0C	mm80_sac	Sac à Echantillons	un	le	Sacs à Echantillons	des	les	
_4237730E6596AAC2	mm90_cratcha_froid	Cratcha（寒）			Cratcha（寒）			
_C0D73B0424557EB4	mm90_cratcha_acide	Cratcha（酸）			Cratcha（酸）			
_A35AB5EA5615D17C	mm90_cratcha_pourriture	Cratcha（腐）			Cratcha（腐）			
_37D42FB824F8724D	mc60_bottes	隐匿靴			隐匿靴			
_CAAF10517A26B0FF	mc60_feuilles	Feuille à Silence	une	la	Feuilles à Silence	des	les	
_9A780335FB594FD0	mc60_statuette	Jolie 小雕像			Jolie 小雕像			
_934F5D501DC13172	mc60_plan	图纸 d'Armure			图纸 d'Armure			
_D8E34759FA96F5A8	mc70_clips	护甲卡扣			护甲卡扣			
_347F54415AEC07E1	mc70_liste	Liste de matériaux	une	la	Listes de matériaux	des	les	
_4D63C6C195366A8F	mc80_rembourrage	填充物			填充物			
_7FCAD30347AF6C77	mc90_statuette	小雕像 d'Yrkanis			小雕像 d'Yrkanis			
_9DC4EEAAA2FECA88	mc90_note	护甲笔记			护甲笔记			
_9049276192A7CDBF	mc100_pique	贵重长矛			贵重长矛			
_39BBD645FEE82DDC	mc100_urne	Urne Zoraï	une	l'	Urnes Zoraï	des	les	
_7BD08E2508EF5D91	mc100_bons_clips	优质卡扣			优质卡扣			
_3AF087F2CDCD6E7F	mh70_lance	Lance rouillée	une	la	Lances rouillées	des	les	
_66FA38DE277B07BA	mh70_copie_carte	地图副本			地图副本			
_49C4FD03CB8D8BB7	mh70_echantillon	植物样本			植物样本			
_EABB18C09779DA98	mh90_outils	工具 pour l'ambre			工具 pour l'ambre			
_732C5504241A90F4	ff60_message	讯息			讯息			
_06787605F3B389FD	ff90_insigne	Frahar 荣誉徽记			Frahar 荣誉徽记			
_E7D3CC66B93E8F68	ff100_boisson	异域饮料			异域饮料			
_D0F6BC2AE359F057	ff100_bague	戒指			戒指			
_A8E582C89E1BDAFC	fm70_bracelet	手镯 Floral			手镯 Floral			
_9C218BDF048FEF92	fm70_cristal	Cristal Spécial	un	le	Cristaux Spéciaux	des	les	
_181032EF381FB7E7	fm90_cristal	Cristal de Vérité	un	le	Cristaux de Vérité	des	les	
_019072AA802D52E3	fm100_cristal	Cristal de Révélation	un	le	Cristaux de Révélation	des	les	
_29D576ADB6F5D2E6	fc60_fiole	恶臭小瓶			恶臭小瓶			
_38A71D829A69F832	fc80_carapaces	Carapace à échanger	une	la	Carapaces à échanger	des	les	
_B0F55F16DACAE97E	fc80_ambre	工具用琥珀			工具用琥珀			
_89041198D165F60D	fc80_outil	Outil spécial	un	l'	Outils spéciaux	des	les	
_FBE93A4F9A1DB3B1	fc90_feuilles	l'Oasis 叶			l'Oasis 叶			
_E12675F45D31F5B0	fc100_coffre	Coffre Ouvragé	un	le	Coffres Ouvragés	des	les	
_88001269469B264B	fc100_bois	Bois Conservé	du	le	Bois Conservés	des	les	
_76AF39B15F4629DA	fh60_bijoux	Bijou à livrer	un	le	Bijoux à livrer	des	les	
_024676396087CB33	fh60_pendentif	Pendentif Précieux	un	le	Pendentifs Précieux	des	les	
_C671AC873C6F96D0	fh60_parchemin	Parchemin mystérieux	un	le	Parchemins mystérieux	des	les	
_8923B840B4852C2C	fh80_echantillon	Echantillon à analyser	un	l'	Echantillons à analyser	des	les	
_D11DA51FEEB798A3	fh80_lettre	信			信			
_89A23118A3E55A2A	fh90_cendre	灰烬 pure			灰烬 pure			
_52E64D8D649B70D1	fh100_sac	Sac à matériaux	un	le	Sacs à matériaux	des	les	
_55E5AF7B03F1BAFA	zf90_sphere	Sphère de Détection de la Magie	une	la	Sphères de Détection de la Magie	des	les	
_EC66C7769922BA05	zf100_lettre	Lettre scellée	une	la	Lettres scellées	des	les	
_E8D1EC7A1B4E1F50	zf100_materiau	Matériau précieux	un	le	Matériaux précieux	des	les	
_287444D7BE8B7CDE	zm60_sphere	Sphère de Détection d'Objet	une	la	Sphères de Détection d'Objet	des	les	
_3FADA87202320E4C	zm60_bouclier	盾 Protecteur			盾 Protecteur			
_180E67E480BCD4E1	zm60_artefact	Artéfact Corrompu	un	l'	Artéfacts Corrompus	des	les	
_6201970B612E7BE4	zm70_amplificateur	增幅器			增幅器			
_6FD0DEAF0AFF991C	zm70_epurateur	净化器			净化器			
_BB10F4B980D2205F	zm80_anneau	净化戒指			净化戒指			
_B9225DACF86A35C1	zc50_plans	Plan Volé	un	le	Plans Volés	des	les	
_FD8DDA97444492F3	zc60_ambre	古老琥珀			古老琥珀			
_D11D9133EEB798A3	zc80_lettre	信			信			
_51CB978910ACE529	zc90_ambre	优秀古老琥珀			优秀古老琥珀			
_982867FC4CC1A225	zc100_graines	坚实种子			坚实种子			
_72DDCDA2E4F926A7	zh50_sphere	Sphère de Détection des Matériaux	une	la	Sphères de Détection des Matériaux	des	les	
_70D5CC52379D4F45	zh70_graines	Graine Régénérante	une	la	Graines Régénérantes	des	les	
_660A50EB19D00741	zh80_pioche	Pioche spéciale	une	la	Pioches spéciales	des	les	
_0D7FA6EB0D939845	zh80_terre	Terre Polluée	de la	la	Terres Polluées	des	les	
_1F9AC4FD9C7F55BE	zh80_lettre	Résultat de l'Analyse	un	le	Résultats de l'Analyse	des	les	
_2DAA51ECD1C20187	zh90_bouclier	Bouclier Rayé	un	le	Boucliers Rayés	des	les	
_458FAD882EA8BE7A	tf70_dague	匕首 Tordue			匕首 Tordue			
_BE4688A23ECC954F	tf80_fragment	咆哮 Clopper 碎片			咆哮 Clopper 碎片			
