*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_929194AAC2AE3A41	bcbrea24_bss_3	制造图样 / 绿洲挖掘者的盾牌							制造图样 / 绿洲挖掘者的盾牌。		
_E42CE30D32E720DC	bepa01	附魔触发器							触发附魔物品的附魔。		
_6C75D49EEBD78E4D	bapa03	骑乘							骑上该动物。		
_B13029C91EC344E7	bapa04	下坐骑							从该动物上下来。		
_DD7E29236B8E606C	bckammi_ep2_large_bark_splinter	大块树皮碎片							制造图样/大块树皮碎片。		
_1D8C1E018985DE05	bckammi_ep2_large_fibers	大把纤维							制造图样/大把纤维。		
_D170EDEC2AA560EE	bckammi_ep2_large_root_piece	大块根须							制造图样/大块根须。		
_1F3110A6CFFDB5BE	bckammi_ep2_large_trunk	长段树干							制造图样/长段树干。		
_C3EDFD20481F7B06	bckammi_ep2_maj_maduk_core	大块 Ma-Duk 核心							制造图样/大块 Ma-Duk 核心。		
_24BA0FC8A8258E71	bckammi_ep2_maj_symbol_part	主要纹章部件							制造图样/主要纹章部件。		
_F37C88BE02BAEB99	bckammi_ep2_min_maduk_core	次要 Ma-Duk 核心							制造图样/次要 Ma-Duk 核心。		
_253A2FD8A865AE71	bckammi_ep2_min_symbol_part	次要纹章部件							制造图样/次要纹章部件。		
_260556D6A4279558	bckammi_ep2_small_bark_splinter	小块树皮碎片							制造图样/小块树皮碎片。		
_9BED02114D34320D	bckammi_ep2_small_fibers	小把纤维							制造图样/小把纤维。		
_4CBC1F5DDCF5FD75	bckammi_ep2_small_root_piece	小块根须							制造图样/小块根须。		
_DFC22CADCECC3DD3	bckammi_ep2_small_trunk	小段树干							制造图样/小段树干。		
_8E26CDDA81FDE74A	bckammi_ep2_large_moss_patch	大把苔藓							制造图样/大把苔藓。		
_25ABE34FC06EC444	bckammi_ep2_small_bud	小型观赏花蕾							制造图样/小型观赏花蕾。		
_5F786AA6E2B1BE2C	bckammi_ep2_small_moss_patch	小把苔藓							制造图样/小把苔藓。		
_601AA33DFA1E3821	bckammi_ep2_large_bud	大型观赏花蕾							制造图样/大型观赏花蕾。		
_B516991A2072E477	bckarmi_ep2_high_brick	高砖墙							制造图样/高砖墙。		
_8AFC5E948EEA2C8A	bckarmi_ep2_large_conglomerate	大型阁楼集块							大型阁楼集块制造图样。		
_D2B5AC4FE594CC69	bckarmi_ep2_low_brick	低砖墙							制造图样/低砖墙。		
_DD9F9BE75A1B0BF5	bckarmi_ep2_maj_column	主要柱身部件							制造图样/主要柱身部件。		
_C15353B3513D6DC9	bckarmi_ep2_maj_justice_column	正义之柱主要部件							制造图样/正义之柱主要部件。		
_A4E7F3FDA9A370D6	bckarmi_ep2_maj_ornament	主要装饰部件							制造图样/主要装饰部件。		
_B6D6D54EC945007D	bckarmi_ep2_large_patch_cover	大型盖板							制造图样/大型盖板。		
_CBD63D63DB9959C0	bckarmi_ep2_maj_pedestal	主要柱基部件							制造图样/主要柱基部件。		
_0181C2E35D141842	bckarmi_ep2_maj_statue_part	主要雕像部件							制造图样/主要雕像部件。		
_12326D112CAE9EC4	bckarmi_ep2_min_column	次要柱身部件							制造图样/次要柱身部件。		
_C19373B3523DADC9	bckarmi_ep2_min_justice_column	正义之柱次要部件							制造图样/正义之柱次要部件。		
_A4E7F301AB63D0D6	bckarmi_ep2_min_ornament	次要装饰部件							制造图样/次要装饰部件。		
_AADB1AE3B4E393A8	bckarmi_ep2_small_patch_cover	小型盖板							制造图样/小型盖板。		
_CD165D67DDD979C4	bckarmi_ep2_min_pedestal	次要柱基部件							制造图样/次要柱基部件。		
_030102E35D543846	bckarmi_ep2_min_statue_part	次要雕像部件							制造图样/次要雕像部件。		
_4F2CAEA95299C08C	bckarmi_ep2_small_conglomerate	小型阁楼集块							制造图样/小型阁楼集块。		
_07F818949F8A3A61	bcpa28	Kami 建造							Kami 建造的基础制造图样。		
_52ABD2641B16066C	bcpa29	Karavan 建造							Karavan 建造的基础制造图样。		
_13D4DC94B92B1E5A	bckarbca01	Karavan 建造 01							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 01 - 品质：$cr_recommended	
_13D4E096B92B225A	bckarbca02	Karavan 建造 02							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 02 - 品质：$cr_recommended	
_13D4E498B92B265A	bckarbca03	Karavan 建造 03							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 03 - 品质：$cr_recommended	
_13D4E89AB92B2A5A	bckarbca04	Karavan 建造 04							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 04 - 品质：$cr_recommended	
_13D4EC9CB92B2E5A	bckarbca05	Karavan 建造 05							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 05 - 品质：$cr_recommended	
_13D4F09EB92B325A	bckarbca06	Karavan 建造 06							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 06 - 品质：$cr_recommended	
_13D4F4A0B92B365A	bckarbca07	Karavan 建造 07							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 07 - 品质：$cr_recommended	
_13D4F8A2B92B3A5A	bckarbca08	Karavan 建造 08							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 08 - 品质：$cr_recommended	
_13D4FCA4B92B3E5A	bckarbca09	Karavan 建造 09							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 09 - 品质：$cr_recommended	
_13D4D893392B1A5B	bckarbca10	Karavan 建造 10							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 10 - 品质：$cr_recommended	
_13D4DC95392B1E5B	bckarbca11	Karavan 建造 11							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 11 - 品质：$cr_recommended	
_13D4E097392B225B	bckarbca12	Karavan 建造 12							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 12 - 品质：$cr_recommended	
_13D4E499392B265B	bckarbca13	Karavan 建造 13							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 13 - 品质：$cr_recommended	
_13D4E89B392B2A5B	bckarbca14	Karavan 建造 14							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 14 - 品质：$cr_recommended	
_13D4EC9D392B2E5B	bckarbca15	Karavan 建造 15							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 15 - 品质：$cr_recommended	
_13D4F09F392B325B	bckarbca16	Karavan 建造 16							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 16 - 品质：$cr_recommended	
_13D4F4A1392B365B	bckarbca17	Karavan 建造 17							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 17 - 品质：$cr_recommended	
_13D4F8A3392B3A5B	bckarbca18	Karavan 建造 18							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 18 - 品质：$cr_recommended	
_13D4FCA5392B3E5B	bckarbca19	Karavan 建造 19							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 19 - 品质：$cr_recommended	
_13D4D894B92B1A5C	bckarbca20	Karavan 建造 20							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 20 - 品质：$cr_recommended	
_13D4DC96B92B1E5C	bckarbca21	Karavan 建造 21							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 21 - 品质：$cr_recommended	
_13D4E098B92B225C	bckarbca22	Karavan 建造 22							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 22 - 品质：$cr_recommended	
_13D4E49AB92B265C	bckarbca23	Karavan 建造 23							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 23 - 品质：$cr_recommended	
_13D4E89CB92B2A5C	bckarbca24	Karavan 建造 24							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 24 - 品质：$cr_recommended	
_13D4EC9EB92B2E5C	bckarbca25	Karavan 建造 25							让你能制造品质 $cr_recommended 的 Karavan 建造。	Karavan 建造 25 - 品质：$cr_recommended	
_372CBB14BF578ED6	bckambca01	Kami 建造 01							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 01 - 品质：$cr_recommended	
_372CBF14FF5792D7	bckambca02	Kami 建造 02							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 02 - 品质：$cr_recommended	
_372CC3143F5796D8	bckambca03	Kami 建造 03							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 03 - 品质：$cr_recommended	
_372CC71480579AD9	bckambca04	Kami 建造 04							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 04 - 品质：$cr_recommended	
_372CCB14C0579EDA	bckambca05	Kami 建造 05							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 05 - 品质：$cr_recommended	
_372CCF140057A2DB	bckambca06	Kami 建造 06							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 06 - 品质：$cr_recommended	
_372CD3144057A6DC	bckambca07	Kami 建造 07							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 07 - 品质：$cr_recommended	
_372CD7148157AADD	bckambca08	Kami 建造 08							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 08 - 品质：$cr_recommended	
_372CDB14C157AEDE	bckambca09	Kami 建造 09							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 09 - 品质：$cr_recommended	
_772CB7157F678AD6	bckambca10	Kami 建造 10							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 10 - 品质：$cr_recommended	
_772CBB15BF678ED7	bckambca11	Kami 建造 11							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 11 - 品质：$cr_recommended	
_772CBF15FF6792D8	bckambca12	Kami 建造 12							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 12 - 品质：$cr_recommended	
_772CC3153F6796D9	bckambca13	Kami 建造 13							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 13 - 品质：$cr_recommended	
_772CC71580679ADA	bckambca14	Kami 建造 14							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 14 - 品质：$cr_recommended	
_772CCB15C0679EDB	bckambca15	Kami 建造 15							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 15 - 品质：$cr_recommended	
_772CCF150067A2DC	bckambca16	Kami 建造 16							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 16 - 品质：$cr_recommended	
_772CD3154067A6DD	bckambca17	Kami 建造 17							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 17 - 品质：$cr_recommended	
_772CD7158167AADE	bckambca18	Kami 建造 18							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 18 - 品质：$cr_recommended	
_772CDB15C167AEDF	bckambca19	Kami 建造 19							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 19 - 品质：$cr_recommended	
_B72CB7167F778AD7	bckambca20	Kami 建造 20							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 20 - 品质：$cr_recommended	
_B72CBB16BF778ED8	bckambca21	Kami 建造 21							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 21 - 品质：$cr_recommended	
_B72CBF16FF7792D9	bckambca22	Kami 建造 22							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 22 - 品质：$cr_recommended	
_B72CC3163F7796DA	bckambca23	Kami 建造 23							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 23 - 品质：$cr_recommended	
_B72CC71680779ADB	bckambca24	Kami 建造 24							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 24 - 品质：$cr_recommended	
_B72CCB16C0779EDC	bckambca25	Kami 建造 25							让你能制造品质 $cr_recommended 的 Kami 建造。	Kami 建造 25 - 品质：$cr_recommended	
_C4F1C505E8059341	bcfjea01_2	脚环 - 中等品质							 中等品质 Fyros 脚环制造图样。		
_EBE67A1BAB2D2B58	bcfjea02_2	手镯 - 中等品质							 中等品质 Fyros 手镯制造图样。		
_0A179493D19F813D	bcfjea03_2	头冠 - 中等品质							 中等品质 Fyros 头冠制造图样。		
_ED82041EF81B4A3D	bcfjea04_2	耳环 - 中等品质							 中等品质 Fyros 耳环制造图样。		
_35CB07CCD2848D86	bcfjea05_2	吊坠 - 中等品质							 中等品质 Fyros 吊坠制造图样。		
_4FBA8D2103956227	bcfjea06_2	戒指 - 中等品质							 中等品质 Fyros 戒指制造图样。		
_07E0C907E2159B23	bcmjea01_2	脚环 - 中等品质							 中等品质 Matis 脚环制造图样。		
_ADF68203ECEDD347	bcmjea02_2	手镯 - 中等品质							 中等品质 Matis 手镯制造图样。		
_4BA7349452BEA525	bcmjea03_2	头冠 - 中等品质							 中等品质 Matis 头冠制造图样。		
_AF920C0639DBF22C	bcmjea04_2	耳环 - 中等品质							 中等品质 Matis 耳环制造图样。		
_1D1DE1CC489FF5C8	bcmjea05_2	吊坠 - 中等品质							 中等品质 Matis 吊坠制造图样。		
_4B98C52103954A1D	bcmjea06_2	戒指 - 中等品质							 中等品质 Matis 戒指制造图样。		
_5B9DAB5012F0194B	bctjea01_2	脚环 - 中等品质							 中等品质 Tryker 脚环制造图样。		
_0DECB9E1A7970657	bctjea02_2	手镯 - 中等品质							 中等品质 Tryker 手镯制造图样。		
_D21D844041AE6042	bctjea03_2	头冠 - 中等品质							 中等品质 Tryker 头冠制造图样。		
_881857F42869C82C	bctjea04_2	耳环 - 中等品质							 中等品质 Tryker 耳环制造图样。		
_37F1940A852FBB49	bctjea05_2	吊坠 - 中等品质							 中等品质 Tryker 吊坠制造图样。		
_66AF7168840F57AD	bctjea06_2	戒指 - 中等品质							 中等品质 Tryker 戒指制造图样。		
_02B542FAEBC96B2A	bczjea01_2	脚环 - 中等品质							 中等品质 Zoraï 脚环制造图样。		
_6596E1B3BA5C9728	bczjea02_2	手镯 - 中等品质							 中等品质 Zoraï 手镯制造图样。		
_CCA775F22DB86968	bczjea03_2	头冠 - 中等品质							 中等品质 Zoraï 头冠制造图样。		
_67326BB6074AB60D	bczjea04_2	耳环 - 中等品质							 中等品质 Zoraï 耳环制造图样。		
_2530EBA7BCE5EF5A	bczjea05_2	吊坠 - 中等品质							 中等品质 Zoraï 吊坠制造图样。		
_3E8F01BB8CF712F0	bczjea06_2	戒指 - 中等品质							 中等品质 Zoraï 戒指制造图样。		
_479F378291A62B94	bcfjea01_3	脚环 - 高等品质							 高等品质 Fyros 脚环制造图样。		
_422F5BC822323AAA	bcfjea02_3	手镯 - 高等品质							 高等品质 Fyros 手镯制造图样。		
_0BC9C78962E410BB	bcfjea03_3	头冠 - 高等品质							 高等品质 Fyros 头冠制造图样。		
_FE1C3D0FF831DD35	bcfjea04_3	耳环 - 高等品质							 高等品质 Fyros 耳环制造图样。		
_5EEA2DFC3994711F	bcfjea05_3	吊坠 - 高等品质							 高等品质 Fyros 吊坠制造图样。		
_802ADCFD3B84581B	bcfjea06_3	戒指 - 高等品质							 高等品质 Fyros 戒指制造图样。		
_C88E3B7E0C95478E	bcmjea01_3	脚环 - 高等品质							 高等品质 Matis 脚环制造图样。		
_423F63AAE4D1F6B1	bcmjea02_3	手镯 - 高等品质							 高等品质 Matis 手镯制造图样。		
_8F39C789E144C092	bcmjea03_3	头冠 - 高等品质							 高等品质 Matis 头冠制造图样。		
_FE2C45F1BAD0993C	bcmjea04_3	耳环 - 高等品质							 高等品质 Matis 耳环制造图样。		
_AC17351C25C6B61C	bcmjea05_3	吊坠 - 高等品质							 高等品质 Matis 吊坠制造图样。		
_01B9E8E7F7F45815	bcmjea06_3	戒指 - 高等品质							 高等品质 Matis 戒指制造图样。		
_1A2CB798B4F31BA4	bctjea01_3	脚环 - 高等品质							 高等品质 Tryker 脚环制造图样。		
_117E9A8AB03159A7	bctjea02_3	手镯 - 高等品质							 高等品质 Tryker 手镯制造图样。		
_90BA7620D4340C2D	bctjea03_3	头冠 - 高等品质							 高等品质 Tryker 头冠制造图样。		
_BF50047884CBF7AA	bctjea04_3	耳环 - 高等品质							 高等品质 Tryker 耳环制造图样。		
_5F22A6BDD12506E2	bctjea05_3	吊坠 - 高等品质							 高等品质 Tryker 吊坠制造图样。		
_1B6CD183BDE9BCD7	bctjea06_3	戒指 - 高等品质							 高等品质 Tryker 戒指制造图样。		
_F0B9926CA0248671	bczjea01_3	脚环 - 高等品质							 高等品质 Zoraï 脚环制造图样。		
_760F760A3540EDE9	bczjea02_3	手镯 - 高等品质							 高等品质 Zoraï 手镯制造图样。		
_D03473591BC95F01	bczjea03_3	头冠 - 高等品质							 高等品质 Zoraï 头冠制造图样。		
_32FC58510B3F9074	bczjea04_3	耳环 - 高等品质							 高等品质 Zoraï 耳环制造图样。		
_C69DCBC5B1B2AA64	bczjea05_3	吊坠 - 高等品质							 高等品质 Zoraï 吊坠制造图样。		
_69F6D43D3529F6B0	bczjea06_3	戒指 - 高等品质							 高等品质 Zoraï 戒指制造图样。		
_45A1AEB91B9CDA0D	bcokamem1bm_1	Tekorn-Duk 锤							Tekorn-Duk 锤的制造图样。		
_A462D8AA5C449E17	bcokamem1bs_1	Tekorn-Duk 杖							Tekorn-Duk 杖的制造图样。		
_C6C0E6B2189CBE01	bcokamem1pd_1	Tekorn-Duk 匕首							Tekorn-Duk 匕首的制造图样。		
_41A1E6A8DA9C9608	bcokamem1ps_1	Tekorn-Duk 矛							Tekorn-Duk 矛的制造图样。		
_8390F2A9179C9AFD	bcokamem1sa_1	Tekorn-Duk 斧							Tekorn-Duk 斧的制造图样。		
_F06154BD023D18DD	bcokamem1ss_1	Tekorn-Duk 剑							Tekorn-Duk 剑的制造图样。		
_0ADFE154E2F2922E	bcokamem2bm_1	Tekorn-Duk 双手锤							Tekorn-Duk 双手锤的制造图样。		
_1A96D819246F6300	bcokamem2ms_1	Maga-Duk 魔法增幅器							Maga-Duk 魔法增幅器的制造图样。		
_C8E306BF9B1CEE0B	bcokamem2pp_1	Tekorn-Duk 长矛							Tekorn-Duk 长矛的制造图样。		
_0A1EE5499DF2521E	bcokamem2sa_1	Tekorn-Duk 双手斧							Tekorn-Duk 双手斧的制造图样。		
_C011F36A6377E07D	bcokamem2ss_1	Tekorn-Duk 双手剑							Tekorn-Duk 双手剑的制造图样。		
_024096AB575C9AFF	bcokamem1bm_2	Vedice-Duk 锤							Vedice-Duk 锤的制造图样。		
_6101C09C98045E09	bcokamem1bs_2	Vedice-Duk 杖							Vedice-Duk 杖的制造图样。		
_835FCEA4545C7EF3	bcokamem1pd_2	Vedice-Duk 匕首							Vedice-Duk 匕首的制造图样。		
_FE40CE9A165C56FA	bcokamem1ps_2	Vedice-Duk 矛							Vedice-Duk 矛的制造图样。		
_402FDA9B535C5AEF	bcokamem1sa_2	Vedice-Duk 斧							Vedice-Duk 斧的制造图样。		
_6E4240AE81ADA0D4	bcokamem1ss_2	Vedice-Duk 剑							Vedice-Duk 剑的制造图样。		
_89FFA550DF015E19	bcokamem2bm_2	Vedice-Duk 双手锤							Vedice-Duk 双手锤的制造图样。		
_170F24D4A8251EA4	bcokamem2ms_2	Cheng-Duk 魔法增幅器							Cheng-Duk 魔法增幅器的制造图样。		
_8582EEB1D7DCAEFD	bcokamem2pp_2	Vedice-Duk 长矛							Vedice-Duk 长矛的制造图样。		
_893EA9459A011E09	bcokamem2sa_2	Vedice-Duk 双手斧							Vedice-Duk 双手斧的制造图样。		
_BBBFC35E63B7BC6F	bcokamem2ss_2	Vedice-Duk 双手剑							Vedice-Duk 双手剑的制造图样。		
_4101BAA95D9B0610	bcokarem1bm_1	Tekorn-Jen 锤							Tekorn-Jen 锤的制造图样。		
_A0C2E49A9E43CA1A	bcokarem1bs_1	Tekorn-Jen 杖							Tekorn-Jen 杖的制造图样。		
_C220F2A25A9BEA04	bcokarem1pd_1	Tekorn-Jen 匕首							Tekorn-Jen 匕首的制造图样。		
_3D01F2981C9BC20B	bcokarem1ps_1	Tekorn-Jen 矛							Tekorn-Jen 矛的制造图样。		
_7FF0FE99599BC600	bcokarem1sa_1	Tekorn-Jen 斧							Tekorn-Jen 斧的制造图样。		
_CA9BFD691803C26D	bcokarem1ss_1	Tekorn-Jen 剑							Tekorn-Jen 剑的制造图样。		
_CBDE054463226634	bcokarem2bm_1	Tekorn-Jen 双手锤							Tekorn-Jen 双手锤的制造图样。		
_DB95FC09666E8F00	bcokarem2ms_1	Maga-Jen 魔法增幅器							Maga-Jen 魔法增幅器的制造图样。		
_C44312AFDD1B1A0E	bcokarem2pp_1	Tekorn-Jen 长矛							Tekorn-Jen 长矛的制造图样。		
